S.No.|marca modelo|año fabricacion|kilometros|tipo combustible|transmisión|tipo de dueño|rendimiento|motor|potencia|asientos|precio venta
5479|Renault KWID Climber 1.0 AMT|2018|14000|Petroleo|Automatico|Primer|22.5 kmpl|999 CC|67 bhp|5.0|4500.0
5480|Hyundai Grand i10 Asta Option|2015|26000|Petroleo|Manual|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|4250.0
5481|Chevrolet Cruze LTZ AT|2011|78203|Diesel|Automatico|Primer|18.1 kmpl|1991 CC|147.9 bhp|4.0|5500.0
5482|Hyundai i20 1.4 Asta|2017|27000|Diesel|Manual|Primer|22.54 kmpl|1396 CC|88.73 bhp|5.0|6950.0
5483|Maruti Alto K10 VXI AGS|2018|31919|Petroleo|Automatico|Primer|24.07 kmpl|998 CC|67.1 bhp|5.0|4560.0
5484|Hyundai Creta 1.6 SX Option Diesel|2016|47392|Diesel|Manual|Primer|20.5 kmpl|1582 CC|126.2 bhp|5.0|13820.0
5485|Honda Amaze VX i-Vtech|2016|17362|Petroleo|Manual|Primer|18.0 kmpl|1198 CC|86.7 bhp|5.0|5650.0
5486|Hyundai i20 Active 1.4 SX Dual Tone|2016|49716|Diesel|Manual|Primer|21.19 kmpl|1396 CC|88.73 bhp|5.0|6200.0
5487|Maruti Celerio VXI|2014|48000|Petroleo|Manual|Primer|23.1 kmpl|998 CC|67.04 bhp|5.0|3250.0
5488|Audi A4 2.0 TDI|2009|46000|Diesel|Automatico|Primer|16.55 kmpl|1968 CC|147.51 bhp|5.0|8500.0
5489|Hyundai Verna 1.4 CRDi|2016|79000|Diesel|Manual|Primer|24.8 kmpl|1396 CC|88.7 bhp|5.0|7250.0
5490|Renault Fluence Diesel E4|2013|57000|Diesel|Manual|Primer|21.8 kmpl|1461 CC|78 bhp|5.0|4610.0
5491|Volkswagen Polo 1.2 MPI Highline|2016|29754|Petroleo|Manual|Primer|16.2 kmpl|1199 CC|74 bhp|5.0|5300.0
5492|Tata Indigo LX|2012|50123|Diesel|Manual|Primer|17.0 kmpl|1405 CC|70 bhp|5.0|1900.0
5493|Hyundai i10 Sportz|2012|57184|Petroleo|Manual|Primer|20.36 kmpl|1197 CC|78.9 bhp|5.0|3090.0
5494|BMW 7 Series 730Ld Sedan|2007|75000|Diesel|Automatico|Segundo|16.46 kmpl|2993 CC|258 bhp|5.0|9500.0
5495|Hyundai Creta 1.6 CRDi AT SX Plus|2015|26000|Diesel|Automatico|Primer|17.01 kmpl|1582 CC|126.2 bhp|5.0|12650.0
5496|Hyundai Grand i10 Magna|2016|22129|Petroleo|Manual|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|4250.0
5497|Maruti Ritz VDi|2011|127887|Diesel|Manual|Primer|21.1 kmpl|1248 CC|73.9 bhp|5.0|2950.0
5498|Mahindra Scorpio 2.6 SLX CRDe|2006|92000|Diesel|Manual|Primer|10.5 kmpl|2179 CC|120 bhp|8.0|3450.0
5499|Hyundai i10 Era|2011|60634|Petroleo|Manual|Primer|19.81 kmpl|1086 CC|68.05 bhp|5.0|3300.0
5500|Tata Safari Storme 2012-2015 VX|2014|90000|Diesel|Manual|Primer|14.0 kmpl|2179 CC|138.1 bhp|7.0|8000.0
5501|Honda Civic 2006-2010 1.8 V MT|2009|59000|Petroleo|Manual|Primer|13.5 kmpl|1799 CC|130 bhp|5.0|2710.0
5502|Maruti Zen Estilo LXI BSIII|2012|59293|Petroleo|Manual|Primer|18.2 kmpl|998 CC|67.1 bhp|5.0|2700.0
5503|Maruti Swift Dzire VDI|2012|80753|Diesel|Manual|Segundo|23.4 kmpl|1248 CC|74 bhp|5.0|4500.0
5504|Toyota Fortuner 4x2 Manual|2015|40000|Diesel|Manual|Segundo|13.0 kmpl|2982 CC|168.5 bhp|7.0|18750.0
5505|Maruti Swift VDI|2014|103000|Diesel|Manual|Segundo|28.4 kmpl|1248 CC|74 bhp|5.0|5250.0
5506|Maruti Wagon R Duo LX BSIII|2012|72389|GLP|Manual|Primer|26.2 kmpl|998 CC|58.2 bhp|5.0|3200.0
5507|Maruti Dzire LDI|2017|48000|Diesel|Manual|Primer|28.4 kmpl|1248 CC|73.75 bhp|5.0|6000.0
5508|Hyundai Grand i10 Asta|2014|41000|Petroleo|Manual|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|3140.0
5509|Renault KWID RXL|2016|26000|Petroleo|Manual|Primer|25.17 kmpl|799 CC|53.3 bhp|5.0|2550.0
5510|Tata Indigo CS eGLX BS IV|2012|30000|Petroleo|Manual|Segundo|15.64 kmpl|1193 CC|64.08 bhp|5.0|2300.0
5511|Ford Figo Diesel Titanium|2014|74624|Diesel|Manual|Primer|20.0 kmpl|1399 CC|68.05 bhp|5.0|5650.0
5512|Porsche Cayenne 2009-2014 Diesel|2015|47877|Diesel|Automatico|Primer|15.15 kmpl|2967 CC|240 bhp|5.0|48220.0
5513|Maruti Alto K10 VXI|2016|35000|Petroleo|Manual|Primer|24.07 kmpl|998 CC|67.1 bhp|5.0|3000.0
5514|Volkswagen Vento 1.5 TDI Highline|2015|52123|Diesel|Manual|Primer|20.34 kmpl|1498 CC|103.2 bhp|5.0|7500.0
5515|Mahindra Scorpio 2.6 SLX CRDe|2005|90000|Diesel|Manual|Primer|10.5 kmpl|2179 CC|120 bhp|8.0|2600.0
5516|BMW X3 xDrive 20d Luxury Line|2018|1400|Diesel|Automatico|Primer|18.56 kmpl|1995 CC|190 bhp|5.0|61250.0
5517|Honda City 1.5 V MT|2009|122000|Petroleo|Manual|Segundo|17.0 kmpl|1497 CC|118 bhp|5.0|3500.0
5518|Mini-Cooper 3 DOOR S|2016|21110|Petroleo|Automatico|Primer|17.44 kmpl|1998 CC|189.08 bhp|4.0|28950.0
5519|Mitsubishi Pajero Sport 4X4 AT|2015|78000|Diesel|Automatico|Primer|13.5 kmpl|2477 CC|175.56 bhp|6.0|15000.0
5520|Maruti Swift Dzire VDi|2012|72000|Diesel|Manual|Primer|19.3 kmpl|1248 CC|73.9 bhp|5.0|4250.0
5521|Bentley Continental Flying Spur|2006|48000|Petroleo|Automatico|Primer|8.6 kmpl|5998 CC|552 bhp|4.0|59000.0
5522|Maruti Ertiga VDI|2013|43486|Diesel|Manual|Primer|20.77 kmpl|1248 CC|88.76 bhp|7.0|6600.0
5523|Toyota Innova 2.5 G4 Diesel 7-seater|2007|199000|Diesel|Manual|Segundo|12.8 kmpl|2494 CC|102 bhp|7.0|5200.0
5524|Mercedes-Benz New C-Class C 200 Kompressor Elegance MT|2010|34000|Petroleo|Manual|Primer|11.7 kmpl|1796 CC|178 bhp|5.0|10000.0
5525|Mercedes-Benz New C-Class C 220 CDI BE Avantgare|2016|37944|Diesel|Automatico|Primer|14.84 kmpl|2143 CC|167.62 bhp|5.0|35000.0
5526|Ford Ecosport 1.5 DV5 MT Titanium Optional|2017|30000|Diesel|Manual|Primer|22.7 kmpl|1498 CC|89.84 bhp|5.0|8750.0
5527|Toyota Etios Liva 1.2 G|2015|64005|Petroleo|Manual|Primer|17.71 kmpl|1197 CC|78.9 bhp|5.0|4570.0
5528|Hyundai i10 Magna 1.2|2012|62000|Petroleo|Manual|Primer|20.36 kmpl|1197 CC|78.9 bhp|5.0|2500.0
5529|Hyundai Santro LP - Euro II|2005|105000|Petroleo|Manual|Primer|0.0 kmpl|999 CC|null bhp|5.0|1750.0
5530|Land Rover Freelander 2 SE|2014|59885|Diesel|Automatico|Primer|12.39 kmpl|2179 CC|147.51 bhp|5.0|20110.0
5531|Toyota Innova 2.5 V Diesel 8-seater|2011|144471|Diesel|Manual|Primer|12.8 kmpl|2494 CC|102 bhp|8.0|7800.0
5532|Hyundai i20 1.2 Magna|2011|63991|Petroleo|Manual|Primer|18.5 kmpl|1197 CC|80 bhp|5.0|3610.0
5533|Hyundai Santro Xing XO eRLX Euro II|2007|72000|Petroleo|Manual|Segundo|17.0 kmpl|1086 CC|null bhp|5.0|1110.0
5534|Nissan Micra XV CVT|2015|34895|Petroleo|Automatico|Primer|19.15 kmpl|1198 CC|75.94 bhp|5.0|4600.0
5535|BMW X6 xDrive 40d M Sport|2015|97003|Diesel|Automatico|Primer|15.87 kmpl|2993 CC|308.43 bhp|5.0|85000.0
5536|Honda City 1.5 V AT|2015|45000|Petroleo|Automatico|Primer|16.8 kmpl|1497 CC|118 bhp|5.0|5250.0
5537|Honda Amaze E i-Dtech|2013|45000|Diesel|Manual|Segundo|25.8 kmpl|1498 CC|98.6 bhp|5.0|3300.0
5538|Toyota Fortuner 3.0 Diesel|2013|100000|Diesel|Manual|Segundo|11.5 kmpl|2982 CC|171 bhp|7.0|17750.0
5539|Land Rover Discovery Sport SD4 HSE Luxury|2016|70000|Diesel|Automatico|Primer|12.97 kmpl|2179 CC|187.7 bhp|5.0|35000.0
5540|Hyundai Creta 1.6 CRDi SX|2016|37023|Diesel|Manual|Primer|19.67 kmpl|1582 CC|126.2 bhp|5.0|13390.0
5541|Chevrolet Beat Diesel LT|2012|81000|Diesel|Manual|Primer|25.44 kmpl|936 CC|56.3 bhp|5.0|2500.0
5542|Toyota Innova Crysta 2.8 GX AT|2017|20789|Diesel|Automatico|Primer|11.36 kmpl|2755 CC|171.5 bhp|7.0|18360.0
5543|Maruti Swift Dzire VDI|2015|68310|Diesel|Manual|Primer|23.4 kmpl|1248 CC|74 bhp|5.0|5950.0
5544|Hyundai Creta 1.6 CRDi SX Option|2015|47250|Diesel|Manual|Segundo|19.67 kmpl|1582 CC|126.2 bhp|5.0|11000.0
5545|Land Rover Range Rover Sport SE|2014|47000|Diesel|Automatico|Segundo|12.65 kmpl|2993 CC|255 bhp|5.0|64750.0
5546|Honda Amaze VX i-DTEC|2017|128000|Diesel|Manual|Primer|25.8 kmpl|1498 CC|98.6 bhp|5.0|6300.0
5547|Hyundai Creta 1.6 SX Plus Dual Tone Petrol|2017|17702|Petroleo|Manual|Primer|15.29 kmpl|1591 CC|121.3 bhp|5.0|11940.0
5548|Volkswagen Vento Sport 1.2 TSI AT|2014|34987|Petroleo|Automatico|Primer|18.19 kmpl|1197 CC|103.5 bhp|5.0|5950.0
5549|Honda City i DTec VX|2017|37000|Diesel|Manual|Primer|26.0 kmpl|1498 CC|98.6 bhp|5.0|11000.0
5550|Hyundai Creta 1.6 SX Plus Dual Tone Petrol|2017|38271|Petroleo|Manual|Primer|15.29 kmpl|1591 CC|121.3 bhp|5.0|12530.0
5551|Ford Figo Diesel Titanium|2012|32510|Diesel|Manual|Segundo|20.0 kmpl|1399 CC|68 bhp|5.0|3750.0
5552|BMW 5 Series 2013-2017 530d M Sport|2014|88000|Diesel|Automatico|Primer|14.69 kmpl|2993 CC|258 bhp|5.0|27000.0
5553|Mitsubishi Pajero 2.8 SFX 7Str|2012|116000|Diesel|Manual|Primer|10.5 kmpl|2835 CC|107.2 bhp|6.0|9950.0
5554|Renault Duster 85PS Diesel RxL Option|2013|156000|Diesel|Manual|Primer|19.87 kmpl|1461 CC|83.8 bhp|5.0|4200.0
5555|Maruti Ritz VXI|2010|75319|Petroleo|Manual|Segundo|21.1 kmpl|1197 CC|85.80 bhp|5.0|2000.0
5556|Hyundai Grand i10 Sportz|2013|28000|Petroleo|Manual|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|3250.0
5557|Mercedes-Benz GLA Class 200 CDI SPORT|2017|16500|Diesel|Automatico|Primer|17.9 kmpl|2143 CC|136 bhp|5.0|34000.0
5558|BMW 5 Series 520d Luxury Line|2016|75637|Diesel|Automatico|Primer|22.48 kmpl|1995 CC|190 bhp|5.0|30370.0
5559|Hyundai Creta 1.6 SX Plus Petrol Automatic|2018|32854|Petroleo|Automatico|Primer|13.0 kmpl|1591 CC|121.3 bhp|5.0|12600.0
5560|Renault KWID RXT Optional|2019|6568|Petroleo|Manual|Primer|25.17 kmpl|799 CC|53.3 bhp|5.0|5090.0
5561|Audi A4 3.0 TDI Quattro|2014|30000|Diesel|Automatico|Primer|14.94 kmpl|2967 CC|241.4 bhp|5.0|24500.0
5562|Maruti Ciaz VDI SHVS|2018|17804|Diesel|Manual|Segundo|28.09 kmpl|1248 CC|88.5 bhp|5.0|7970.0
5563|Honda Jazz S|2011|69768|Petroleo|Manual|Primer|16.0 kmpl|1198 CC|90 bhp|5.0|2900.0
5564|BMW 3 Series 320d Luxury Line|2016|62404|Diesel|Automatico|Primer|22.69 kmpl|1995 CC|190 bhp|5.0|21330.0
5565|Hyundai Verna SX CRDi AT|2012|97000|Diesel|Automatico|Segundo|19.08 kmpl|1582 CC|126.32 bhp|5.0|6500.0
5566|Hyundai Creta 1.4 CRDi S Plus|2016|55687|Diesel|Manual|Primer|21.38 kmpl|1396 CC|88.7 bhp|5.0|12150.0
5567|Volkswagen Vento 2013-2015 1.6 Comfortline|2014|17000|Petroleo|Manual|Primer|15.04 kmpl|1598 CC|103.2 bhp|5.0|4250.0
5568|BMW 3 Series Luxury Line|2017|34232|Diesel|Automatico|Primer|21.76 kmpl|1995 CC|190 bhp|5.0|35840.0
5569|Honda CR-V Petrol 2WD|2004|135000|Petroleo|Automatico|Tercer|14.4 kmpl|1997 CC|152 bhp|5.0|3000.0
5570|Renault Duster 110PS Diesel RxZ AWD|2012|80000|Diesel|Manual|Primer|19.72 kmpl|1461 CC|108.45 bhp|5.0|6750.0
5571|Hyundai i20 Asta 1.2|2014|31045|Petroleo|Manual|Segundo|18.6 kmpl|1197 CC|81.83 bhp|5.0|5650.0
5572|Volkswagen Jetta 2013-2015 2.0L TDI Highline AT|2013|58000|Diesel|Automatico|Segundo|16.96 kmpl|1968 CC|138.03 bhp|5.0|7500.0
5573|Hyundai Creta 1.6 SX Plus Diesel|2018|35480|Diesel|Manual|Primer|19.67 kmpl|1582 CC|126.2 bhp|5.0|13340.0
5574|Maruti Ciaz VDI SHVS|2016|62287|Diesel|Manual|Primer|28.09 kmpl|1248 CC|88.5 bhp|5.0|7900.0
5575|Hyundai i20 Asta 1.4 CRDi|2015|46162|Diesel|Manual|Primer|22.54 kmpl|1396 CC|88.73 bhp|5.0|6980.0
5576|Hyundai Verna 1.6 SX VTVT|2014|9200|Petroleo|Manual|Primer|17.01 kmpl|1591 CC|121.3 bhp|5.0|5750.0
5577|Volkswagen Polo Diesel Trendline 1.2L|2012|55339|Diesel|Manual|Primer|22.07 kmpl|1199 CC|73.9 bhp|5.0|2650.0
5578|Volkswagen Polo Diesel Trendline 1.2L|2011|55476|Diesel|Manual|Primer|22.07 kmpl|1199 CC|73.9 bhp|5.0|2490.0
5579|Maruti SX4 Vxi BSIII|2007|68553|Petroleo|Manual|Segundo|15.0 kmpl|1586 CC|104.68 bhp|5.0|1500.0
5580|Honda Mobilio RS Option i DTEC|2016|67376|Diesel|Manual|Primer|24.5 kmpl|1498 CC|98.6 bhp|7.0|6500.0
5581|Renault Duster 110PS Diesel RxZ Plus|2013|42000|Diesel|Manual|Primer|19.64 kmpl|1461 CC|108.45 bhp|5.0|8000.0
5582|Toyota Fortuner 2.8 2WD AT|2019|28069|Diesel|Automatico|Primer|12.9 kmpl|2755 CC|174.5 bhp|7.0|30850.0
5583|Volvo XC60 D4 SUMMUM|2014|93144|Diesel|Automatico|Primer|14.7 kmpl|1984 CC|181 bhp|5.0|17150.0
5584|Maruti Celerio VXI AT|2014|24300|Petroleo|Automatico|Primer|23.1 kmpl|998 CC|67.04 bhp|5.0|4550.0
5585|Maruti Ciaz ZDi Plus|2015|47883|Diesel|Manual|Segundo|26.21 kmpl|1248 CC|88.5 bhp|5.0|7400.0
5586|Audi Q5 2008-2012 2.0 TDI|2013|12467|Diesel|Automatico|Primer|12.8 kmpl|1968 CC|167.6 bhp|5.0|25640.0
5587|BMW X1 sDrive 20d Sportline|2013|56683|Diesel|Automatico|Segundo|17.05 kmpl|1995 CC|184 bhp|5.0|13500.0
5588|Ford Figo Petrol ZXI|2013|38000|Petroleo|Manual|Primer|15.6 kmpl|1196 CC|70 bhp|5.0|3550.0
5589|Hyundai Elantra CRDi SX|2018|35000|Diesel|Manual|Primer|22.7 kmpl|1582 CC|126.2 bhp|5.0|15000.0
5590|Hyundai Verna 1.6 i ABS|2007|80000|Petroleo|Manual|Segundo|13.9 kmpl|1599 CC|103.2 bhp|5.0|1950.0
5591|Honda Civic 2006-2010 1.8 S MT|2006|125000|Petroleo|Manual|Segundo|13.5 kmpl|1799 CC|130 bhp|5.0|2300.0
5592|Toyota Fortuner 4x4 MT|2013|123000|Diesel|Manual|Segundo|12.55 kmpl|2982 CC|168.5 bhp|7.0|15000.0
5593|Hyundai i10 Sportz|2012|70000|Petroleo|Manual|Primer|20.36 kmpl|1197 CC|78.9 bhp|5.0|3150.0
5594|Nissan Sunny 2011-2014 Diesel XL|2012|87982|Diesel|Manual|Primer|21.64 kmpl|1461 CC|84.8 bhp|5.0|5000.0
5595|BMW 5 Series 2013-2017 520d Luxury Line|2013|40714|Diesel|Automatico|Segundo|18.12 kmpl|1995 CC|190 bhp|5.0|24750.0
5596|Chevrolet Optra Magnum 2.0 LT|2008|83000|Diesel|Manual|Segundo|16.52 kmpl|1991 CC|123.7 bhp|5.0|2600.0
5597|Hyundai i10 Asta|2011|86000|Petroleo|Manual|Primer|20.36 kmpl|1197 CC|78.9 bhp|5.0|3750.0
5598|Skoda Laura Ambiente|2009|60002|Diesel|Manual|Segundo|17.5 kmpl|1896 CC|106 bhp|5.0|4850.0
5599|Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde|2013|60000|Diesel|Automatico|Primer|10.0 kmpl|2148 CC|170 bhp|5.0|27000.0
5600|Honda Amaze SX i-DTEC|2014|84677|Diesel|Manual|Primer|25.8 kmpl|1498 CC|98.6 bhp|5.0|3000.0
5601|BMW X1 xDrive 20d xLine|2017|23000|Diesel|Automatico|Primer|20.68 kmpl|1995 CC|190 bhp|5.0|28750.0
5602|Toyota Innova 2.5 G (Diesel) 8 Seater|2016|81424|Diesel|Manual|Primer|12.99 kmpl|2494 CC|100.6 bhp|8.0|14490.0
5603|Porsche Panamera 2010 2013 Diesel|2013|36400|Diesel|Automatico|Primer|7.5 kmpl|4806 CC|394.3 bhp|4.0|72000.0
5604|Nissan Sunny XV D|2012|70000|Diesel|Manual|Segundo|22.71 kmpl|1461 CC|84.8 bhp|5.0|4000.0
5605|Maruti Swift Dzire LDI|2015|40000|Diesel|Manual|Segundo|26.59 kmpl|1248 CC|74 bhp|5.0|4500.0
5606|Maruti Wagon R ZXI AMT 1.2|2019|600|Petroleo|Automatico|Primer|21.5 kmpl|1197 CC|81.80 bhp|5.0|6250.0
5607|Volkswagen Jetta 2013-2015 2.0L TDI Highline AT|2015|65320|Diesel|Automatico|Segundo|16.96 kmpl|1968 CC|138.03 bhp|5.0|11500.0
5608|Honda Accord 2.4 Inspire M/T|2009|79000|Petroleo|Manual|Tercer|9.8 kmpl|2354 CC|180 bhp|5.0|3100.0
5609|Honda City i VTEC V|2018|5000|Petroleo|Manual|Primer|17.8 kmpl|1497 CC|117.3 bhp|5.0|10110.0
5610|Hyundai Verna 1.6 SX VTVT|2019|6028|Petroleo|Manual|Primer|17.01 kmpl|1591 CC|121.3 bhp|5.0|11540.0
5611|Maruti Wagon R LX BSII|2006|86000|Petroleo|Manual|Segundo|18.9 kmpl|998 CC|67.1 bhp|5.0|1000.0
5612|Maruti Swift Dzire Tour LDI|2013|160000|Diesel|Manual|Segundo|23.4 kmpl|1248 CC|74 bhp|5.0|2500.0
5613|Audi Q5 2008-2012 2.0 TFSI Quattro|2011|59967|Petroleo|Automatico|Primer|9.74 kmpl|1984 CC|208 bhp|5.0|18000.0
5614|Toyota Etios Cross 1.4 GD|2018|43127|Diesel|Manual|Primer|23.59 kmpl|1364 CC|67.04 bhp|5.0|6850.0
5615|Hyundai i10 Era 1.1 iTech SE|2012|65727|Petroleo|Manual|Primer|19.81 kmpl|1086 CC|68.05 bhp|5.0|2970.0
5616|Hyundai Verna 1.6 VTVT|2013|70000|Petroleo|Manual|Primer|17.01 kmpl|1591 CC|121.3 bhp|5.0|4750.0
5617|Volkswagen Polo 1.5 TDI Highline|2018|39861|Diesel|Manual|Primer|20.14 kmpl|1498 CC|88.8 bhp|5.0|7380.0
5618|BMW 5 Series 520d Sport Line|2017|16485|Diesel|Automatico|Primer|22.48 kmpl|1995 CC|187.74 bhp|5.0|42750.0
5619|Hyundai i20 1.4 Asta Optional With Sunroof|2010|77332|Diesel|Manual|Segundo|23.0 kmpl|1396 CC|90 bhp|5.0|3650.0
5620|Hyundai Grand i10 Asta Option AT|2017|17489|Petroleo|Automatico|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|5990.0
5621|Toyota Fortuner 4x2 4 Speed AT|2012|125000|Diesel|Automatico|Primer|11.5 kmpl|2982 CC|169 bhp|7.0|13500.0
5622|Maruti Baleno Zeta Automatic|2016|35129|Petroleo|Automatico|Primer|21.4 kmpl|1197 CC|83.1 bhp|5.0|7000.0
5623|Hyundai Creta 1.6 SX Plus Petrol Automatic|2016|22982|Petroleo|Automatico|Primer|13.0 kmpl|1591 CC|121.3 bhp|5.0|10950.0
5624|Hyundai i10 Sportz|2013|54500|Petroleo|Manual|Tercer|20.36 kmpl|1197 CC|78.9 bhp|5.0|2950.0
5625|Tata Tigor XE Diesel|2017|16235|Diesel|Manual|Primer|24.7 kmpl|1047 CC|69 bhp|5.0|5500.0
5626|Skoda Superb Style 1.8 TSI AT|2017|73641|Petroleo|Automatico|Primer|14.67 kmpl|1798 CC|177.46 bhp|5.0|17080.0
5627|Maruti Swift Dzire VDI|2015|59572|Diesel|Manual|Primer|26.59 kmpl|1248 CC|74 bhp|5.0|6850.0
5628|Honda CR-V 2.0 AT|2014|112827|Petroleo|Automatico|Primer|13.1 kmpl|1997 CC|141.1 bhp|5.0|10500.0
5629|Toyota Innova 2.5 G (Diesel) 8 Seater BS IV|2010|118000|Diesel|Manual|Primer|12.8 kmpl|2494 CC|102 bhp|8.0|8750.0
5630|Honda City 1.5 V MT|2010|60000|Petroleo|Manual|Primer|17.0 kmpl|1497 CC|118 bhp|5.0|2700.0
5631|Hyundai Verna VTVT 1.6 AT SX Plus|2012|75059|Petroleo|Automatico|Primer|17.0 kmpl|1591 CC|121.3 bhp|5.0|4250.0
5632|Toyota Etios 1.4 VXD|2018|3000|Diesel|Manual|Primer|23.59 kmpl|1364 CC|67.04 bhp|5.0|7900.0
5633|Skoda Superb Elegance 1.8 TSI AT|2011|78000|Petroleo|Automatico|Segundo|13.7 kmpl|1798 CC|157.75 bhp|5.0|4500.0
5634|Nissan Sunny 2011-2014 Diesel XV|2012|47000|Diesel|Manual|Primer|21.64 kmpl|1461 CC|84.8 bhp|5.0|4000.0
5635|Honda City 1.5 V MT Exclusive|2012|42000|Petroleo|Manual|Primer|17.0 kmpl|1497 CC|118 bhp|5.0|4750.0
5636|Hyundai Elite i20 Diesel Asta Option|2018|6820|Diesel|Manual|Primer|22.54 kmpl|1396 CC|88.76 bhp|5.0|7650.0
5637|Chevrolet Optra 1.6 LT Royale|2013|55176|Petroleo|Manual|Segundo|17.4 kmpl|1599 CC|104 bhp|5.0|3470.0
5638|Honda Amaze S i-Vtech|2016|39854|Petroleo|Manual|Primer|18.0 kmpl|1198 CC|86.7 bhp|5.0|5640.0
5639|Volkswagen Polo Petrol Comfortline 1.2L|2013|24000|Petroleo|Manual|Primer|16.47 kmpl|1198 CC|73.9 bhp|5.0|2950.0
5640|Maruti Swift VDI|2016|55000|Diesel|Manual|Primer|22.9 kmpl|1248 CC|74 bhp|5.0|5650.0
5641|Ford Endeavour 3.0L 4X4 AT|2012|45840|Diesel|Automatico|Primer|11.4 kmpl|2953 CC|153.86 bhp|7.0|8410.0
5642|Maruti Baleno LXI|2006|155000|Petroleo|Manual|Tercer|15.4 kmpl|1590 CC|94 bhp|5.0|850.0
5643|Maruti Wagon R LX|2003|125000|Petroleo|Manual|Segundo|18.9 kmpl|998 CC|67.1 bhp|5.0|800.0
5644|Volkswagen Polo 1.5 TDI Highline|2014|52951|Diesel|Manual|Primer|20.14 kmpl|1498 CC|88 bhp|5.0|5650.0
5645|Hyundai Verna 1.6 SX VTVT (O)|2013|49000|Petroleo|Manual|Primer|17.1 kmpl|1591 CC|121.3 bhp|5.0|4500.0
5646|Maruti Ciaz ZDi Plus SHVS|2015|52000|Diesel|Manual|Primer|28.09 kmpl|1248 CC|88.5 bhp|5.0|6900.0
5647|Toyota Qualis Fleet A3|2001|227000|Diesel|Manual|Cuarto o más|0.0 kmpl|2446 CC|null bhp|8.0|2200.0
5648|Nissan Sunny 2011-2014 Diesel XL|2013|120005|Diesel|Manual|Primer|21.64 kmpl|1461 CC|84.8 bhp|5.0|4000.0
5649|Skoda Rapid 1.6 MPI Ambition With Alloy Wheel|2015|33000|Petroleo|Manual|Primer|15.0 kmpl|1598 CC|103.52 bhp|5.0|5600.0
5650|Maruti Eeco 7 Seater Standard|2016|126000|Petroleo|Manual|Primer|15.1 kmpl|1196 CC|73 bhp|7.0|2200.0
5651|Skoda Rapid Ultima 1.6 MPI Ambition Plus|2013|66700|Petroleo|Manual|Primer|15.0 kmpl|1598 CC|103.5 bhp|5.0|4000.0
5652|Toyota Fortuner 4x4 MT|2014|122000|Diesel|Manual|Segundo|12.55 kmpl|2982 CC|168.5 bhp|7.0|16000.0
5653|Hyundai Creta 1.6 CRDi SX|2016|29000|Diesel|Manual|Primer|19.67 kmpl|1582 CC|126.2 bhp|5.0|12600.0
5654|Hyundai i20 Magna Optional 1.2|2014|42315|Petroleo|Manual|Primer|18.5 kmpl|1197 CC|82.9 bhp|5.0|4790.0
5655|Maruti Wagon R LXI GNC|2015|22001|GNC|Manual|Primer|26.6 kmpl|998 CC|58.16 bhp|5.0|3650.0
5656|Honda City i DTEC V|2016|84580|Diesel|Manual|Primer|26.0 kmpl|1498 CC|98.6 bhp|5.0|6830.0
5657|Maruti 800 Std|2002|75000|Petroleo|Manual|Primer|16.1 kmpl|796 CC|37 bhp|4.0|510.0
5658|Ford Ikon 1.3 Flair|2006|85000|Petroleo|Manual|Segundo|13.8 kmpl|1299 CC|70 bhp|5.0|690.0
5659|Maruti Swift Dzire LXI|2015|24296|Petroleo|Manual|Primer|20.85 kmpl|1197 CC|83.14 bhp|5.0|4650.0
5660|Honda City 1.5 V MT Sunroof|2014|40000|Petroleo|Manual|Primer|16.8 kmpl|1497 CC|116.3 bhp|5.0|6490.0
5661|Hyundai Verna CRDi|2009|64514|Diesel|Manual|Primer|16.8 kmpl|1493 CC|110 bhp|5.0|2900.0
5662|Hyundai Verna 1.6 SX VTVT|2016|35000|Petroleo|Manual|Primer|17.01 kmpl|1591 CC|121.3 bhp|5.0|7400.0
5663|Renault KWID RXT|2016|41000|Petroleo|Manual|Segundo|25.17 kmpl|799 CC|53.3 bhp|5.0|3250.0
5664|Maruti Wagon R LXI|2008|60123|Petroleo|Manual|Segundo|18.9 kmpl|998 CC|67.1 bhp|5.0|1950.0
5665|Hyundai Grand i10 Sportz|2015|53000|Petroleo|Manual|Segundo|18.9 kmpl|1197 CC|82 bhp|5.0|4000.0
5666|Hyundai i20 1.2 Asta|2017|9000|Petroleo|Manual|Primer|18.6 kmpl|1197 CC|81.83 bhp|5.0|6850.0
5667|Honda Amaze S i-Vtech|2015|53497|Petroleo|Manual|Primer|18.0 kmpl|1198 CC|86.7 bhp|5.0|5450.0
5668|Ford Fiesta 1.4 Duratorq ZXI|2007|68000|Diesel|Manual|Primer|17.8 kmpl|1399 CC|68 bhp|5.0|1990.0
5669|Hyundai Verna SX CRDi AT|2014|65000|Diesel|Automatico|Primer|19.08 kmpl|1582 CC|126.32 bhp|5.0|8990.0
5670|Toyota Etios VD SP|2014|45155|Diesel|Manual|Primer|23.59 kmpl|1364 CC|67.04 bhp|5.0|6500.0
